Distance_(pixels),Gray_Value,Distance_(cm),Relative_Gray_Value
204,53.572,3.170984456,0.2108187664
205,58.772,3.186528497,0.231282023
206,57.99,3.202072539,0.228204664
207,48.839,3.21761658,0.1921932676
208,45.183,3.233160622,0.1778060241
209,45.974,3.248704663,0.1809188002
210,35.665,3.264248705,0.1403503939
211,25.033,3.279792746,0.09851090455
212,22.163,3.295336788,0.08721676098
213,18.381,3.310880829,0.07233367701
214,16.323,3.32642487,0.06423494967
215,15.051,3.341968912,0.05922932227
216,14.929,3.357512953,0.05874922279
217,15.904,3.373056995,0.06258608341
218,17.17,3.388601036,0.06756809936
219,18.571,3.404145078,0.07308137293
220,20.52,3.419689119,0.08075115893
221,21.599,3.435233161,0.08499728468
222,19.68,3.450777202,0.07744555593
223,17.301,3.466321244,0.06808361601
224,15.47,3.481865285,0.06087818853
225,13.475,3.497409326,0.05302738141
226,12.625,3.512953368,0.049682426
227,12.182,3.528497409,0.04793911394
228,12.85,3.544041451,0.05056785537
229,13.762,3.559585492,0.05415679577
230,14.682,3.575129534,0.0577772181
231,17.233,3.590673575,0.06781601958
232,19.309,3.606217617,0.07598558127
233,21.84,3.621761658,0.08594567792
234,22.423,3.637305699,0.08823992381
235,21.539,3.652849741,0.08476117018
236,20.098,3.668393782,0.07909048695
237,17.462,3.683937824,0.06871718992
238,15.608,3.699481865,0.06142125188
239,13.205,3.715025907,0.05196486616
240,11.414,3.730569948,0.04491684834
241,10.393,3.74611399,0.04089896661
242,9.598,3.761658031,0.03777044948
243,9.346,3.777202073,0.03677876858
244,9.985,3.792746114,0.03929338801
245,11.209,3.808290155,0.0441101238
246,12.244,3.823834197,0.04818309892
247,13.092,3.839378238,0.05152018385
248,13.346,3.85492228,0.05251973524
249,13.637,3.870466321,0.05366489056
250,14.05,3.886010363,0.05529014537
251,13.651,3.901554404,0.05371998394
252,13.506,3.917098446,0.0531493739
253,13.098,3.932642487,0.0515437953
254,12.442,3.948186528,0.04896227677
255,10.983,3.96373057,0.04322075919
256,9.949,3.979274611,0.03915171931
257,9.252,3.994818653,0.03640885587
258,7.838,4.010362694,0.03084442416
259,5.999,4.025906736,0.02360751474
260,4.663,4.041450777,0.01835003188
261,4.571,4.056994819,0.01798798964
262,5.081,4.07253886,0.01999496289
263,4.625,4.088082902,0.01820049269
264,4.017,4.103626943,0.01580786576
265,3.514,4.119170984,0.0138284392
266,3.349,4.134715026,0.01317912433
267,3.333,4.150259067,0.01311616046
268,3.333,4.165803109,0.01311616046
269,3.333,4.18134715,0.01311616046
270,3.333,4.196891192,0.01311616046
271,3.333,4.212435233,0.01311616046
272,3.333,4.227979275,0.01311616046
273,3.375,4.243523316,0.01328144061
274,3.497,4.259067358,0.0137615401
275,3.335,4.274611399,0.01312403095
276,3.333,4.29015544,0.01311616046
277,3.333,4.305699482,0.01311616046
278,3.333,4.321243523,0.01311616046
279,3.333,4.336787565,0.01311616046
280,3.333,4.352331606,0.01311616046
281,3.333,4.367875648,0.01311616046
282,3.333,4.383419689,0.01311616046
283,3.427,4.398963731,0.01348607318
284,3.645,4.414507772,0.01434395586
285,3.667,4.430051813,0.01443053118
286,3.664,4.445595855,0.01441872545
287,3.636,4.461139896,0.01430853869
288,3.388,4.476683938,0.01333259875
289,3.333,4.492227979,0.01311616046
290,3.333,4.507772021,0.01311616046
291,3.333,4.523316062,0.01311616046
292,3.013,4.538860104,0.01185688313
293,3.041,4.554404145,0.0119670699
294,3.454,4.569948187,0.0135923247
295,3.596,4.585492228,0.01415112902
296,3.333,4.601036269,0.01311616046
297,3.341,4.616580311,0.0131476424
298,3.341,4.632124352,0.0131476424
299,3.333,4.647668394,0.01311616046
300,3.421,4.663212435,0.01346246173
301,3.632,4.678756477,0.01429279772
302,3.667,4.694300518,0.01443053118
303,3.5,4.70984456,0.01377334582
