Distance_(pixels),Gray_Value,Distance_(cm),Relative_Gray_Value
476,88.244,7.398963731,0.3465073999
477,89.487,7.414507772,0.3513882835
478,93.666,7.430051813,0.3677979479
479,92.42,7.445595855,0.3629052842
480,88.813,7.461139896,0.3487416901
481,88.182,7.476683938,0.3462639447
482,85.363,7.492227979,0.3351945874
483,84.288,7.507772021,0.3309733888
484,86.357,7.523316062,0.3390977237
485,81.559,7.538860104,0.3202574342
486,76.333,7.554404145,0.2997365187
487,76.169,7.569948187,0.2990925405
488,80.674,7.585492228,0.3167823079
489,81.866,7.601036269,0.32146293
490,74.884,7.616580311,0.2940467355
491,68.36,7.632124352,0.268428968
492,58.919,7.647668394,0.231357027
493,57.174,7.663212435,0.2245049417
494,56.088,7.678756477,0.2202405494
495,53.953,7.694300518,0.2118570525
496,50.39,7.70984456,0.1978662332
497,47.955,7.725388601,0.1883047273
498,44.388,7.740932642,0.1742982012
499,40.606,7.756476684,0.1594474353
500,39.074,7.772020725,0.1534317363
501,36.781,7.787564767,0.1444278214
502,36.201,7.803108808,0.1421503375
503,36.07,7.81865285,0.1416359403
504,29.52,7.834196891,0.1159160786
505,22.424,7.849740933,0.08805224077
506,18.334,7.865284974,0.07199205237
507,15.987,7.880829016,0.06277609584
508,13.995,7.896373057,0.05495411655
509,12.913,7.911917098,0.05070543101
510,9.843,7.92746114,0.03865047297
511,7.578,7.943005181,0.02975650555
512,6.186,7.958549223,0.02429054412
513,5,7.974093264,0.01963348216
514,5.043,7.989637306,0.0198023301
515,6.612,8.005181347,0.0259633168
516,4.012,8.020725389,0.01575390608
517,4.008,8.03626943,0.0157381993
518,4.039,8.051813472,0.01585992688
519,5.649,8.067357513,0.02218190814
520,5.459,8.082901554,0.02143583582
521,7.066,8.098445596,0.02774603698
522,9.122,8.113989637,0.03581932484
523,10.478,8.129533679,0.0411439252
524,11,8.14507772,0.04319366074
525,11.128,8.160621762,0.04369627788
526,12.667,8.176165803,0.04973946369
527,13.333,8.191709845,0.05235464351
528,13.159,8.207253886,0.05167139834
529,13.428,8.222797927,0.05272767968
530,16.308,8.238341969,0.0640365654
531,18.993,8.25388601,0.07457974531
532,20.472,8.269430052,0.08038732934
533,23.088,8.284974093,0.0906595672
534,26.001,8.300518135,0.1020980339
535,26.989,8.316062176,0.10597761
536,25.341,8.331606218,0.09950641426
537,24.45,8.347150259,0.09600772774
538,24.498,8.362694301,0.09619620917
539,26.161,8.378238342,0.1027263053
540,29.567,8.393782383,0.1161006334
541,27.981,8.409326425,0.1098728928
542,27.955,8.424870466,0.1097707987
543,29.699,8.440414508,0.1166189573
544,30.776,8.455958549,0.1208480094
545,29.635,8.471502591,0.1163676487
546,29.145,8.487046632,0.1144435675
547,29.207,8.502590674,0.1146870227
548,32.027,8.518134715,0.1257603066
549,31.162,8.533678756,0.1223637142
550,33.299,8.549222798,0.1307550645
551,36.234,8.564766839,0.1422799185
552,35.215,8.580310881,0.1382786148
553,35.12,8.595854922,0.1379055787
554,35.235,8.611398964,0.1383571487
555,33.145,8.626943005,0.1301503532
556,33.675,8.642487047,0.1322315023
557,32.449,8.658031088,0.1274173725
558,33.207,8.67357513,0.1303938084
559,37.893,8.689119171,0.1487943079
560,37.654,8.704663212,0.1478558274
561,32.009,8.720207254,0.1256896261
562,28.119,8.735751295,0.1104147769
563,26.296,8.751295337,0.1032564094
564,36.407,8.766839378,0.142959237
565,34.466,8.78238342,0.1353375192
566,30.856,8.797927461,0.1211621451
567,26.167,8.813471503,0.1027498655
568,23.84,8.829015544,0.09361244292
569,22.902,8.844559585,0.08992920166
570,23.219,8.860103627,0.09117396443
571,24.333,8.875647668,0.09554830426
572,20,8.89119171,0.07853392862
573,19.408,8.906735751,0.07620932433
574,19.208,8.922279793,0.07542398505
575,19.528,8.937823834,0.07668052791
576,17.213,8.953367876,0.06759022567
577,15.731,8.968911917,0.06177086156
578,14.718,8.984455959,0.05779311807
579,14.812,9,0.05816222754
580,14.687,9.015544041,0.05767139048
581,13.995,9.031088083,0.05495411655
582,13.343,9.046632124,0.05239391048
583,12.538,9.062176166,0.04923291985
584,12.416,9.077720207,0.04875386289
585,11.585,9.093264249,0.04549077815
586,9.333,9.10880829,0.03664785779
587,8.544,9.124352332,0.03354969431
588,5.667,9.139896373,0.02225258867
589,6.119,9.155440415,0.02402745546
590,5.9,9.170984456,0.02316750894
591,4.667,9.186528497,0.01832589224
592,3.916,9.202072539,0.01537694322
593,3.924,9.21761658,0.0154083568
594,4,9.233160622,0.01570678572
595,4,9.248704663,0.01570678572
596,3.667,9.264248705,0.01439919581
597,3.667,9.279792746,0.01439919581
598,3.667,9.295336788,0.01439919581
599,3.667,9.310880829,0.01439919581
600,3.667,9.32642487,0.01439919581
601,3.667,9.341968912,0.01439919581
602,3.667,9.357512953,0.01439919581
603,3.669,9.373056995,0.01440704921
604,4.333,9.388601036,0.01701437564
605,4.333,9.404145078,0.01701437564
606,4.333,9.419689119,0.01701437564
607,4.333,9.435233161,0.01701437564
608,4.333,9.450777202,0.01701437564
609,3.667,9.466321244,0.01439919581
610,3.667,9.481865285,0.01439919581
611,3.667,9.497409326,0.01439919581
612,3.667,9.512953368,0.01439919581
613,3.667,9.528497409,0.01439919581
614,3.667,9.544041451,0.01439919581
615,3.667,9.559585492,0.01439919581
616,3.667,9.575129534,0.01439919581
617,4.219,9.590673575,0.01656673224
618,4,9.606217617,0.01570678572
619,4,9.621761658,0.01570678572
620,4.667,9.637305699,0.01832589224
621,5.667,9.652849741,0.02225258867
622,6.111,9.668393782,0.02399604189
623,6.134,9.683937824,0.02408635591
624,5.994,9.699481865,0.02353661841
625,6.19,9.715025907,0.02430625091
626,6.537,9.730569948,0.02566881457
627,6.373,9.74611399,0.02502483635
628,7.583,9.761658031,0.02977613904
629,7.607,9.777202073,0.02987037975
630,7.63,9.792746114,0.02996069377
631,7.218,9.808290155,0.02834289484
632,7.225,9.823834197,0.02837038171
633,7.7,9.839378238,0.03023556252
634,7.723,9.85492228,0.03032587654
635,8,9.870466321,0.03141357145
636,8.359,9.886010363,0.03282325547
637,8.39,9.901554404,0.03294498306
638,8,9.917098446,0.03141357145
639,8,9.932642487,0.03141357145
640,7.862,9.948186528,0.03087168734
641,7.885,9.96373057,0.03096200136
642,7.909,9.979274611,0.03105624207
643,8,9.994818653,0.03141357145
644,7.318,10.01036269,0.02873556448
645,7.978,10.02590674,0.03132718413
646,8,10.04145078,0.03141357145
647,8,10.05699482,0.03141357145
648,8,10.07253886,0.03141357145
649,7.929,10.0880829,0.031134776
650,7,10.10362694,0.02748687502
651,6.412,10.11917098,0.02517797752
652,6.474,10.13471503,0.02542143269
653,6.443,10.15025907,0.02529970511
654,5.916,10.16580311,0.02323033609
655,5.667,10.18134715,0.02225258867
656,4.667,10.19689119,0.01832589224
657,4.171,10.21243523,0.01637825081
658,3.76,10.22797927,0.01476437858
659,4,10.24352332,0.01570678572
660,4.993,10.25906736,0.01960599528
661,4.667,10.2746114,0.01832589224
662,4.667,10.29015544,0.01832589224
663,3.667,10.30569948,0.01439919581
664,3.667,10.32124352,0.01439919581
665,3.481,10.33678756,0.01366883028
666,3.333,10.35233161,0.0130876792
667,3.333,10.36787565,0.0130876792
668,3.179,10.38341969,0.01248296795
669,3.202,10.39896373,0.01257328197
670,3.225,10.41450777,0.01266359599
671,3.249,10.43005181,0.0127578367
672,3.272,10.44559585,0.01284815072
673,3.295,10.4611399,0.01293846474
674,3.318,10.47668394,0.01302877876
675,3.342,10.49222798,0.01312301947
676,2.899,10.50777202,0.01138349295
677,2.667,10.52331606,0.01047249938
678,2.496,10.5388601,0.009801034292
679,2.512,10.55440415,0.009863861435
680,0,10.56994819,0
681,0,10.58549223,0
682,0,10.60103627,0
683,0,10.61658031,0
684,0,10.63212435,0
685,0,10.64766839,0
686,0,10.66321244,0
687,0,10.67875648,0
688,0,10.69430052,0
689,0,10.70984456,0
