Distance_(pixels),Gray_Value,Distance_(cm),Relative_Gray_Value
143,80.464,2.222797927,0.3162209428
144,82.291,2.238341969,0.3234009943
145,83.534,2.25388601,0.3282859445
146,91.916,2.269430052,0.361226936
147,96.205,2.284974093,0.3780825686
148,95.838,2.300518135,0.3766402704
149,90.43,2.316062176,0.3553870036
150,78.171,2.331606218,0.3072095262
151,69.75,2.347150259,0.274115266
152,52.686,2.362694301,0.2070542925
153,32.003,2.378238342,0.125770765
154,18.338,2.393782383,0.07206775265
155,14.702,2.409326425,0.05777838911
156,18.015,2.424870466,0.07079837299
157,20.319,2.440414508,0.0798530192
158,21.018,2.455958549,0.08260006681
159,22.333,2.471502591,0.08776797469
160,23.946,2.487046632,0.09410701303
161,21.047,2.502590674,0.08271403588
162,17.702,2.518134715,0.06956829302
163,13.393,2.533678756,0.05263406103
164,10.689,2.549222798,0.04200742764
165,9.382,2.564766839,0.0368709595
166,10.307,2.580310881,0.04050617987
167,11.914,2.595854922,0.0468216384
168,9.938,2.611398964,0.03905602169
169,11,2.626943005,0.04322964768
170,17.157,2.642487047,0.06742646047
171,23.072,2.658031088,0.09067222102
172,36.056,2.67357513,0.1416989252
173,55.832,2.689119171,0.2194179717
174,71.176,2.704663212,0.2797194003
175,88.149,2.720207254,0.3464227467
176,95.518,2.735751295,0.3753826806
177,90.233,2.751295337,0.3546127999
178,105.21,2.766839378,0.4134719302
179,105.995,2.78238342,0.4165569551
180,104.512,2.797927461,0.4107288126
181,95.671,2.813471503,0.3759839657
182,97.612,2.829015544,0.3836120336
183,95.19,2.844559585,0.3740936511
184,85.732,2.860103627,0.3369240141
185,64.791,2.875647668,0.2546265548
186,49,2.89119171,0.1925684306
187,49.838,2.906735751,0.1958617437
188,72.441,2.922279793,0.2846908098
189,94.624,2.937823834,0.3718692893
190,114.531,2.953367876,0.4501031617
191,108.93,2.968911917,0.4280914111
192,122.011,2.984455959,0.4794993221
193,126.667,3,0.497797253
194,111.197,3.015544041,0.4370006484
195,133.455,3.031088083,0.5244738755
196,123.494,3.046632124,0.4853274646
197,117.041,3.062176166,0.4599673813
198,116.091,3.077720207,0.4562339117
199,103.197,3.093264249,0.4055609047
200,85.168,3.10880829,0.3347075121
201,64.304,3.124352332,0.2527126604
202,46.654,3.139896373,0.1833487257
203,29.133,3.155440415,0.1144917569
204,30.967,3.170984456,0.1216993182
205,33.889,3.186528497,0.1331826846
206,41.799,3.202072539,0.1642687312
207,46.462,3.21761658,0.1825941719
208,40.47,3.233160622,0.1590458038
209,30.906,3.248704663,0.1214595901
210,25,3.264248705,0.09824919927
211,23.464,3.279792746,0.09221276847
212,26.404,3.295336788,0.1037668743
213,34.021,3.310880829,0.1337014403
214,42.487,3.32642487,0.1669725492
215,45.339,3.341968912,0.1781808178
216,45.738,3.357512953,0.179748875
217,41.274,3.373056995,0.162205498
218,37.692,3.388601036,0.1481283528
219,46.322,3.404145078,0.1820439763
220,69.686,3.419689119,0.273863748
221,93.23,3.435233161,0.3663909139
222,111.78,3.450777202,0.4392918198
223,108.763,3.466321244,0.4274351064
224,141.802,3.481865285,0.5572773182
225,139.244,3.497409326,0.5472244601
226,158.192,3.512953368,0.6216894932
227,173.953,3.528497409,0.6836297184
228,178.163,3.544041451,0.7001748836
229,180.068,3.559585492,0.7076614726
230,167.661,3.575129534,0.6589023599
231,173.213,3.590673575,0.6807215421
232,135.619,3.606217617,0.5329783262
233,107.286,3.621761658,0.4216305437
234,97.476,3.637305699,0.3830775579
235,83.377,3.652849741,0.3276689395
236,99.689,3.668393782,0.391774577
237,124.665,3.683937824,0.4899294571
238,134.603,3.699481865,0.5289854788
239,150.32,3.715025907,0.5907527854
240,166.512,3.730569948,0.6543868267
241,189.585,3.74611399,0.7450629777
242,177.457,3.761658031,0.6974003262
243,173.309,3.777202073,0.681098819
244,183.26,3.792746114,0.7202059303
245,178.74,3.808290155,0.7024424751
246,179.667,3.823834197,0.7060855554
247,174.153,3.839378238,0.684415712
248,147.605,3.85492228,0.5800829223
249,116.753,3.870466321,0.4588355505
250,105.043,3.886010363,0.4128156256
251,92.95,3.901554404,0.3652905229
252,69.676,3.917098446,0.2738244483
253,74.633,3.932642487,0.2933052996
254,90.232,3.948186528,0.3546088699
255,96.146,3.96373057,0.3778507005
256,91.892,3.979274611,0.3611326168
257,79.786,3.994818653,0.3135564245
258,72.797,4.010362694,0.2860898784
259,75.649,4.025906736,0.297298147
260,87.588,4.041450777,0.3442180346
261,101.216,4.056994819,0.3977756381
262,105.384,4.07253886,0.4141557446
263,110.491,4.088082902,0.4342260911
264,107.301,4.103626943,0.4216894932
265,103.228,4.119170984,0.4056827337
266,103.456,4.134715026,0.4065787664
267,93.366,4.150259067,0.3669253896
268,94.18,4.165803109,0.3701243835
269,132.091,4.18134715,0.5191133992
270,171.618,4.196891192,0.6744532432
271,199.415,4.212435233,0.7836945629
272,215.281,4.227979275,0.8460474347
273,222,4.243523316,0.8724528895
274,238.218,4.259067358,0.9361891101
275,246.878,4.274611399,0.9702226327
276,250.924,4.29015544,0.9861232831
277,250.394,4.305699482,0.9840404001
278,252.653,4.321243523,0.9929181977
279,247,4.336787565,0.9707020888
280,242.369,4.352331606,0.9525024071
281,231.667,4.367875648,0.9104438899
282,211.286,4.383419689,0.8303472127
283,189.247,4.398963731,0.7437346486
284,182.889,4.414507772,0.7187479122
285,209.577,4.430051813,0.8236308974
286,247.821,4.445595855,0.9739285925
287,252.889,4.461139896,0.9938456702
288,253.291,4.476683938,0.9954255173
289,253.96,4.492227979,0.9980546659
290,250.827,4.507772021,0.9857420762
291,253.179,4.523316062,0.9949853609
292,253.499,4.538860104,0.9962429506
293,251.969,4.554404145,0.9902300996
294,252.725,4.569948187,0.9932011554
295,252.694,4.585492228,0.9930793264
296,254.417,4.601036269,0.9998506612
297,250.439,4.616580311,0.9842172486
298,241.794,4.632124352,0.9502426755
299,234.873,4.647668394,0.9230433672
300,234.829,4.663212435,0.9228704486
301,238.455,4.678756477,0.9371205125
302,248.631,4.694300518,0.9771118665
303,253.333,4.70984456,0.9955905759
304,254.015,4.725388601,0.9982708141
305,254.333,4.740932642,0.9995205439
306,253.67,4.756476684,0.9969149751
307,254.001,4.772020725,0.9982157945
308,254.002,4.787564767,0.9982197245
309,253.333,4.803108808,0.9955905759
310,254.005,4.81865285,0.9982315144
311,250.341,4.834196891,0.9838321118
312,254.333,4.849740933,0.9995205439
313,248.94,4.865284974,0.9783262266
314,243.314,4.880829016,0.9562162268
315,227.862,4.896373057,0.8954903618
316,213.152,4.911917098,0.8376805329
317,223.169,4.92746114,0.8770470221
318,245.598,4.943005181,0.9651922737
319,252.159,4.958549223,0.9909767935
320,254.333,4.974093264,0.9995205439
321,251.784,4.989637306,0.9895030556
322,250.698,5.005181347,0.9852351103
323,253.3,5.020725389,0.995460887
324,252.047,5.03626943,0.9905366371
325,251.818,5.051813472,0.9896366745
326,252.827,5.067357513,0.9936020121
327,254.455,5.082901554,1
328,253.511,5.098445596,0.9962901102
329,244.473,5.113989637,0.9607710597
330,229.805,5.129533679,0.9031262895
331,201.837,5.14507772,0.7932129453
332,161.562,5.160621762,0.6349334853
333,173.885,5.176165803,0.6833624806
334,204.402,5.191709845,0.8032933132
335,218.179,5.207253886,0.8574364819
336,237.519,5.222797927,0.9334420624
337,249.744,5.238341969,0.9814859209
338,252.799,5.25388601,0.993491973
339,251,5.269430052,0.9864219607
340,251.122,5.284974093,0.9869014168
341,246.171,5.300518135,0.9674441453
342,233.491,5.316062176,0.9176121515
343,220.563,5.331606218,0.8668055255
344,188.655,5.347150259,0.7414081075
345,181.992,5.362694301,0.7152227309
346,170.834,5.378238342,0.6713721483
347,119.746,5.393782383,0.4705979446
348,97.124,5.409326425,0.3816942092
349,89.26,5.424870466,0.3507889411
350,103.442,5.440414508,0.4065237468
351,103.592,5.455958549,0.407113242
352,96.641,5.471502591,0.3797960347
353,99.752,5.487046632,0.392022165
354,87.148,5.502590674,0.3424888487
355,66.485,5.518134715,0.2612839205
356,61.072,5.533678756,0.2400110039
357,69.701,5.549222798,0.2739226975
358,88.805,5.564766839,0.3490008056
359,91.885,5.580310881,0.361105107
360,96.61,5.595854922,0.3796742057
361,96.55,5.611398964,0.3794384076
362,90.342,5.626943005,0.3550411664
363,79.341,5.642487047,0.3118075888
364,75.641,5.658031088,0.2972667073
365,87.938,5.67357513,0.3455935234
366,111.935,5.689119171,0.4399009648
367,138.194,5.704663212,0.5430979938
368,145.939,5.720207254,0.5735355957
369,164.267,5.735751295,0.6455640487
370,171.889,5.751295337,0.6755182645
371,176.702,5.766839378,0.6944332004
372,185.376,5.78238342,0.7285217425
373,184.882,5.797927461,0.7265803384
374,180.181,5.813471503,0.7081055589
375,172.138,5.829015544,0.6764968266
376,171.436,5.844559585,0.673737989
377,164.854,5.860103627,0.6478709399
378,145.641,5.875647668,0.5723644652
379,103.41,5.89119171,0.4063979879
380,92.228,5.906735751,0.362453086
381,86.205,5.922279793,0.3387828889
382,100.392,5.937823834,0.3945373445
383,121.122,5.953367876,0.4760055806
384,145.543,5.968911917,0.5719793284
385,171.58,5.984455959,0.6743039044
386,147.467,6,0.5795405867
387,150.689,6.015544041,0.5922029435
388,167.834,6.031088083,0.6595822444
389,161.885,6.046632124,0.6362028649
390,157.488,6.062176166,0.6189227958
391,143.428,6.077720207,0.5636674461
392,105.57,6.093264249,0.4148867187
393,103.369,6.10880829,0.4062368592
394,91.666,6.124352332,0.360244444
395,74.279,6.139896373,0.2919140909
396,56.759,6.155440415,0.2230610521
397,48.214,6.170984456,0.1894794757
398,49.371,6.186528497,0.1940264487
399,53.826,6.202072539,0.211534456
400,48.19,6.21761658,0.1893851565
401,41.815,6.233160622,0.1643316107
402,39.798,6.248704663,0.1564048653
403,36,6.264248705,0.1414788469
404,37.34,6.279792746,0.146745004
405,39.667,6.295336788,0.1558900395
406,52.406,6.310880829,0.2059539015
407,61.961,6.32642487,0.2435047454
408,69.524,6.341968912,0.2732270932
409,70.201,6.357512953,0.2758876815
410,60.556,6.373056995,0.2379831404
411,40.634,6.388601036,0.1596903185
412,28.786,6.404145078,0.113128058
413,31.287,6.419689119,0.1229569079
414,48.642,6.435233161,0.191161502
415,71.095,6.450777202,0.2794010729
416,84.392,6.466321244,0.331657857
417,92.202,6.481865285,0.3623509068
418,98.49,6.497409326,0.3870625454
419,111.733,6.512953368,0.4391071113
420,126.545,6.528497409,0.4973177969
421,116.586,6.544041451,0.4581792458
422,111.085,6.559585492,0.436560492
423,102.649,6.575129534,0.4034072822
424,108.636,6.590673575,0.4269360005
425,98.447,6.606217617,0.3868935568
426,80,6.621761658,0.3143974377
427,63.934,6.637305699,0.2512585722
428,42.802,6.652849741,0.1682104891
429,35.054,6.668393782,0.1377610972
430,45.729,6.683937824,0.1797135053
431,64.53,6.699481865,0.2536008332
432,85.493,6.715025907,0.3359847517
433,84.483,6.730569948,0.3320154841
434,88.743,6.74611399,0.3487571476
435,99.919,6.761658031,0.3926784697
436,92.726,6.777202073,0.3644102101
437,86.632,6.792746114,0.3404609852
438,84.896,6.808290155,0.3336385608
439,90.272,6.823834197,0.3547660687
440,75.136,6.839378238,0.2952820735
441,51.124,6.85492228,0.2009156825
442,37.42,6.870466321,0.1470594015
443,27.147,6.886010363,0.1066868405
444,17.633,6.901554404,0.06929712523
445,15.455,6.917098446,0.06073765499
446,11.399,6.932642487,0.0447977049
447,11.093,6.948186528,0.0435951347
448,11.362,6.96373057,0.04465229608
449,13.587,6.979274611,0.05339647482
450,17.114,6.994818653,0.06725747185
451,18.222,7.010362694,0.07161187636
452,24.94,7.025906736,0.09801340119
453,35.81,7.041450777,0.140732153
454,41.644,7.056994819,0.1636595862
455,44.645,7.07253886,0.1754534201
456,50.954,7.088082902,0.200247588
457,40.398,7.103626943,0.1587628461
458,31.383,7.119170984,0.1233341848
459,31.338,7.134715026,0.1231573363
460,26.043,7.150259067,0.1023481559
461,24.339,7.165803109,0.09565149044
462,23.647,7.18134715,0.0929319526
463,30.261,7.196891192,0.1189247608
464,35.887,7.212435233,0.1410347606
465,48.837,7.227979275,0.1919278458
466,69.358,7.243523316,0.2725747185
467,78.997,7.259067358,0.3104556798
468,80.359,7.274611399,0.3158082962
469,85.347,7.29015544,0.3354109764
470,86.458,7.305699482,0.3397771708
471,92.112,7.321243523,0.3619972097
472,91.611,7.336787565,0.3600282958
473,81.053,7.352331606,0.3185356939
474,71.033,7.367875648,0.2791574149
475,51.07,7.383419689,0.2007034643
476,29.557,7.398963731,0.1161580633
477,24.402,7.414507772,0.09589907842
478,17.412,7.430051813,0.06842860231
479,21.949,7.445595855,0.08625886699
480,26.293,7.461139896,0.1033306479
481,32.3,7.476683938,0.1269379655
482,41.64,7.492227979,0.1636438663
483,48.733,7.507772021,0.1915191291
484,49.928,7.523316062,0.1962154408
485,49.816,7.538860104,0.1957752844
486,51.164,7.554404145,0.2010728813
487,44.218,7.569948187,0.1737753237
488,30.101,7.585492228,0.1182959659
489,24.797,7.601036269,0.09745141577
490,18.629,7.616580311,0.07321137333
491,12.344,7.632124352,0.04851152463
492,11.133,7.647668394,0.04375233342
493,7.149,7.663212435,0.02809534102
494,6.787,7.678756477,0.02667269262
495,7.78,7.694300518,0.03057515081
496,7.925,7.70984456,0.03114499617
497,9.612,7.725388601,0.03777485213
498,10.935,7.740932642,0.04297419976
499,13.176,7.756476684,0.05178125798
500,14.913,7.772020725,0.05860761235
501,16.741,7.787564767,0.0657915938
502,20.402,7.803108808,0.08017920654
503,20.576,7.81865285,0.08086302097
504,19.667,7.834196891,0.07729068008
505,18.333,7.849740933,0.07204810281
506,17,7.865284974,0.0668094555
507,15,7.880829016,0.05894951956
508,13.333,7.896373057,0.05239826295
509,12,7.911917098,0.04715961565
510,10.927,7.92746114,0.04294276002
511,15.686,7.943005181,0.06164547759
512,19.89,7.958549223,0.07816706294
513,22.782,7.974093264,0.08953253031
514,32.049,7.989637306,0.1259515435
515,42.13,8.005181347,0.1655695506
516,43.543,8.020725389,0.1711225954
517,39.729,8.03626943,0.1561336975
518,44.031,8.051813472,0.1730404197
519,38.79,8.067357513,0.1524434576
520,34.902,8.082901554,0.1371637421
521,31.983,8.098445596,0.1256921656
522,26.954,8.113989637,0.1059283567
523,21.194,8.129533679,0.08329174117
524,16.912,8.14507772,0.06646361832
525,12.228,8.160621762,0.04805564835
526,10.667,8.176165803,0.04192096834
527,10.333,8.191709845,0.04060835904
528,11.522,8.207253886,0.04528109096
529,13.333,8.222797927,0.05239826295
530,14.035,8.238341969,0.05515710047
531,15.698,8.25388601,0.06169263721
532,18.54,8.269430052,0.07286160618
533,19.067,8.284974093,0.0749326993
534,14.036,8.300518135,0.05516103044
535,12.694,8.316062176,0.04988701342
536,10.171,8.331606218,0.03997170423
537,7.836,8.347150259,0.03079522902
538,6.501,8.362694301,0.02554872178
539,4.33,8.378238342,0.01701676131
540,4,8.393782383,0.01571987188
541,4,8.409326425,0.01571987188
542,4.175,8.424870466,0.01640761628
543,4.177,8.440414508,0.01641547621
544,5.128,8.455958549,0.02015287575
545,5.94,8.471502591,0.02334400975
546,8,8.487046632,0.03143974377
547,10.147,8.502590674,0.039877385
548,12,8.518134715,0.04715961565
549,13.524,8.533678756,0.05314888684
550,13.756,8.549222798,0.05406063941
551,13.75,8.564766839,0.0540370596
552,13.803,8.580310881,0.0542453479
553,14.602,8.595854922,0.05738539231
554,14.328,8.611398964,0.05630858109
555,13.317,8.626943005,0.05233538347
556,11.589,8.642487047,0.04554439881
557,10.585,8.658031088,0.04159871097
558,6.371,8.67357513,0.02503782594
559,6.364,8.689119171,0.02501031617
560,6.358,8.704663212,0.02498673636
561,7.351,8.720207254,0.02888919455
562,8.345,8.735751295,0.03279558272
563,10.559,8.751295337,0.0414965318
564,11.554,8.766839378,0.04540684993
565,12.434,8.78238342,0.04886522175
566,13.333,8.797927461,0.05239826295
567,14.125,8.813471503,0.05551079759
568,15,8.829015544,0.05894951956
569,14.333,8.844559585,0.05632823092
570,12,8.860103627,0.04715961565
571,8.953,8.875647668,0.03518500324
572,6.72,8.89119171,0.02640938476
573,4,8.906735751,0.01571987188
574,3.933,8.922279793,0.01545656403
575,3.667,8.937823834,0.01441119255
576,3.333,8.953367876,0.01309858325
577,3.333,8.968911917,0.01309858325
